id,name,WoWCombatLog-090226_172412.txt,WoWCombatLog-080126_225759.txt,WoWCombatLog-090726_185257.txt,WoWCombatLog-091426_172259.txt,WoWCombatLog-092026_142939.txt,WoWCombatLog-090626_142343.txt,WoWCombatLog-090926_174710.txt,WoWCombatLog-091626_172855.txt
407065,"Rush of Light",0,7,0,135,125,1,114,0
408005,"Momentum Shift",0,44,0,0,0,0,0,0
408067,"B.B.F. Fist",4,0,0,5,0,8,7,14
408458,"Divine Purpose",2,2,0,806,620,0,366,0
408558,"Phase Shift",0,0,0,0,0,3,0,0
409293,"Burrow",0,1,0,0,0,0,0,0
409678,"Chrono Ward",0,22,0,0,0,0,0,0
409895,"Verdant Embrace",0,1,0,0,4,0,0,0
410089,"Prescience",1,63,0,0,0,0,0,0
410263,"Inferno's Blessing",0,21,0,0,0,0,0,0
410288,"Clacking Claw",0,0,0,1,1,0,1,0
410355,"Stretch Time",112,16,1,2,0,0,0,28
410681,"Overflowing Maelstrom",599,57,1,0,2,10,1781,0
410686,"Symbiotic Bloom",0,19,0,0,0,0,0,0
411036,"Sphere of Hope",4,1,0,0,0,1,0,0
411055,"Imminent Destruction",80,0,0,1,0,0,0,14
411060,"New Niffen No-Sniffin' Tonic",6,0,2,6,1,4,2,2
411132,"Determination",0,4,0,0,0,0,0,0
413984,"Shifting Sands",0,79,0,0,0,0,0,0
414143,"Yu'lon's Grace",7,22,1751,1690,1776,1936,0,4
414193,"Awakening",0,0,0,0,0,0,78,35
414273,"Hand of Divinity",10,0,0,0,0,0,1,9
414407,"Veneration",0,0,0,0,0,0,1344,2827
414556,"Epiphany",0,1,47,3,25,10,68,0
414658,"Ice Cold",41,0,11,9,23,10,51,25
414664,"Mass Invisibility",0,1,0,0,0,1,0,0
415246,"Divine Plea",0,1,0,0,0,0,0,0
415603,"Encapsulated Destiny",823,60,272,418,274,783,205,350
417275,"Greater Encapsulated Destiny",1,0,0,1,2,10,0,0
417282,"Crashing Chaos",45,1,0,0,0,0,50,62
417805,"Spirit of Cooperation",131,5,102,32,78,72,33,28
418590,"Static Charge",52,4,21,24,8,50,4,14
419127,"Flame Bearer",0,0,0,0,0,1,0,0
420511,"Going Green",0,0,0,2,0,0,0,0
421453,"Ultimate Penitence",16,0,17,19,14,10,6,1
422785,"Ride Along",28,0,2,14,11,43,2,8
422943,"Shield of Protection",0,0,0,0,0,1,0,0
424023,"Chilling Celebration Banner",8,0,0,0,0,0,0,0
424852,"Colossal Majesty",1,0,0,0,0,0,0,0
425663,"Wind's Respite",5,1,0,3,4,1,3,2
426377,"Festive Socks",0,0,0,3,0,0,0,0
426401,"Focused Will",11,0,74,29,15,57,18,25
427296,"Healing Elixir",130,38,20,72,51,174,49,66
427303,"Spriggan Vision",7,0,0,0,0,0,0,0
427487,"Ride Along",4,1,0,2,1,8,0,0
427490,"Ride Along",53,5,35,9,15,24,1,16
427641,"Inertia",0,9,0,0,0,0,0,0
427901,"Deflecting Dance",0,18,0,134,0,0,0,0
427912,"Immolation Aura",0,10,0,41,0,0,0,0
427913,"Immolation Aura",0,5,0,8,0,0,0,0
427914,"Immolation Aura",0,1,0,1,0,0,0,0
428079,"Ride Along",0,0,0,2,2,0,0,0
428361,"Ragefire",0,9,0,41,0,0,0,0
428362,"Ragefire",0,5,0,8,0,0,0,0
428363,"Ragefire",0,1,0,1,0,0,0,0
428488,"Exhilarating Execution",0,0,687,1228,108,664,0,0
428524,"Demonic Art: Overlord",441,74,316,284,328,350,277,312
428735,"Harmony of the Grove",0,0,0,1,0,0,2,7
428737,"Harmony of the Grove",4,2,0,107,267,0,1,4
428866,"Power of Nature",4,3,0,79,199,0,1,4
429221,"Leviathan's Wisdom",0,10,0,0,0,0,0,0
429438,"Blooming Infusion",0,5,0,0,7,0,4,13
429460,"Warp",0,0,0,0,0,0,0,1
429474,"Blooming Infusion",0,0,1,10,32,0,0,5
430191,"Warband Mentored Leveling",432,79,236,403,316,542,172,165
431177,"Frostfire Empowerment",0,0,0,4,1,0,0,0
431381,"Dawnlight",297,3,601,451,449,524,121,244
431415,"Sun Sear",4072,1,2542,3132,3481,2640,1358,3139
431522,"Dawnlight",175,1,307,430,387,273,62,132
431536,"Shake the Heavens",98,5,2,0,32,28,252,98
431654,"Primacy",0,0,0,0,4,0,0,0
431698,"Temporal Burst",0,2,0,0,0,0,0,0
431709,"Endless Possibility",2,0,3,0,0,4,0,0
431752,"Will of the Dawn",8,0,26,55,63,10,7,12
431872,"Temporality",0,0,1,0,0,0,0,1
431907,"Sun's Avatar",499,1,942,939,879,790,174,380
431944,"Diabolic Ritual: Overlord",442,70,322,292,329,352,282,312
431949,"Delicate Silk Parasol",4,0,0,0,0,0,0,0
431962,"Parasol Fall",1,0,0,0,0,0,0,0
431971,"Flask of Tempered Aggression",2,0,0,0,6,4,0,0
431972,"Flask of Tempered Swiftness",6,0,3,1,3,4,2,0
431973,"Flask of Tempered Versatility",0,0,0,13,0,0,0,0
431974,"Flask of Tempered Mastery",0,1,1,2,1,1,1,0
431991,"Time Convergence",0,3,0,0,3,0,0,0
431994,"Delicate Jade Parasol",0,0,0,0,0,4,0,0
431998,"Delicate Crimson Parasol",1,0,0,0,0,0,0,0
432021,"Flask of Alchemical Chaos",10,2,5,4,9,11,2,1
432265,"Phial of Truesight",2,0,0,0,0,0,0,0
432304,"Phial of Enhanced Ambidexterity",0,0,0,0,0,2,0,0
432473,"Flask of Saving Graces",6,0,0,0,0,5,1,0
432496,"Holy Bulwark",1,0,0,2,0,4,8,59
432502,"Sacred Weapon",2,2,0,2,1,4,6,63
432607,"Holy Bulwark",8,1,2,2,1,6,60,396
432629,"Undisputed Ruling",114,9,2,0,42,37,384,126
432794,"Demonic Art: Mother of Chaos",421,70,298,261,315,335,261,292
432795,"Demonic Art: Pit Lord",392,70,287,250,302,320,239,274
432815,"Diabolic Ritual: Mother of Chaos",417,68,310,271,316,334,270,291
432816,"Diabolic Ritual: Pit Lord",392,68,293,255,306,318,249,278
433019,"Blessed Assurance",3,0,0,0,0,0,0,0
433187,"Potion Spillover",0,0,0,2,0,0,0,0
433550,"Rite of Sanctification",174,0,65,72,61,166,32,57
433584,"Rite of Adjuration",0,0,0,0,0,0,0,1
433671,"Sanctification",0,6,0,0,2,0,74,0
433674,"Light's Deliverance",135,12,18,26,42,40,291,100
433732,"Light's Deliverance",62,5,1,0,29,22,237,63
433832,"Dream Burst",0,0,0,1,0,1,2,7
433874,"Deep Breath",112,0,0,2,0,0,0,28
433885,"Ruination",360,64,280,236,281,299,230,259
433891,"Infernal Bolt",384,65,298,259,304,314,251,284
433899,"Vampiric Strike",100,11,490,630,676,671,311,119
433925,"Essence of the Blood Queen",1,3,57,85,99,99,71,24
433973,"Pepe",1,0,0,0,0,2,0,3
433981,"Newly Turned",0,0,0,2,0,0,0,1
434029,"Vampiric Speed",27,0,96,297,295,213,161,58
434034,"Blood-Soaked Ground",0,16,671,594,613,684,0,32
434105,"Vampiric Aura",0,0,0,0,0,0,0,9
434107,"Vampiric Aura",0,0,0,0,0,0,0,240
434153,"Gift of the San'layn",0,2,100,125,150,164,140,47
434159,"Visceral Strength",0,0,115,302,371,330,573,161
434493,"Newly Turned",0,0,0,2,0,0,0,1
434559,"Infernal Vitality",40,1,34,31,38,23,27,29
434561,"Infernal Bulwark",8,0,0,0,0,1,0,0
435551,"Enduring Bloodstone",0,2,0,0,0,0,0,0
435615,"Thunder Blast",694,17,0,0,7,1,476,502
436132,"Binding's Boon",0,2,0,0,0,0,1,1
436336,"Mass Disintegrate",224,1,0,2,0,0,0,31
436358,"Demolish",0,12,0,0,0,0,0,0
437121,"Burst of Power",260,3,0,0,3,0,164,186
438588,"Mass Eruption",0,53,0,0,0,0,0,0
438591,"Keep Your Feet on the Ground",546,12,0,0,9,1,371,399
439530,"Symbiotic Blooms",56,2,7,1360,7,12,44,42
439871,"Green Thumb",0,0,0,0,1,0,0,0
439887,"Root Network",0,0,0,15,0,0,0,137
439888,"Root Network",2,4,5,381,0,3,0,3
439891,"Strategic Infusion",170,0,0,0,1,0,168,190
440289,"Rune Carved Plates",8,42,0,159,2,0,0,1
440290,"Rune Carved Plates",7,43,0,162,1,0,0,0
440734,"Ride Along",0,0,0,1,0,1,0,0
440751,"Ride Along",6,0,7,1,2,3,1,1
440836,"Essence of Yu'lon",59,2,19,4,4,12,4,28
440837,"Fury of Xuen",12,2,8,8,2,10,21,2
440838,"Fortitude of Niuzao",27,0,0,3,0,5,1,0
440839,"Kindness of Chi-Ji",8,1,8,18,0,4,5,3
440977,"Sharpen Your Knife",0,0,0,0,0,1,0,0
440989,"Colossal Might",0,14,0,0,0,0,0,0
441248,"Unrelenting Siege",53,4,0,3,0,0,0,4
441326,"Flawless Form",0,7,0,0,0,1,0,0
441416,"Exterminate",0,36,0,97,0,0,0,0
441685,"Wildshape Mastery",0,0,0,0,2,0,0,0
441686,"Wildshape Mastery",0,1,0,0,2,0,2,0
441786,"Escalating Blade",3,6,0,0,1,2,0,0
442204,"Breath of Eons",0,16,0,0,0,0,0,0
442435,"Glaive Flurry",0,2,0,0,0,7,0,0
442442,"Rending Strike",0,2,0,0,0,7,0,0
442503,"Warblade's Hunger",0,22,1,0,0,22,0,0
442688,"Thrill of the Fight",0,5,1,0,0,3,0,0
442695,"Thrill of the Fight",0,5,1,0,0,9,0,0
442715,"Blade Ward",0,10,0,0,0,0,0,0
442726,"Malevolence",152,2,0,0,0,0,136,156
442749,"Niuzao's Protection",0,0,0,0,36,0,0,0
442788,"Incorruptible Spirit",0,0,0,0,0,26,0,0
443028,"Celestial Conduit",0,0,0,0,48,0,0,0
443112,"Strength of the Black Ox",0,0,0,0,231,0,0,1
443113,"Strength of the Black Ox",0,0,0,4,0,0,0,0
443176,"Lifespark",2,0,0,1,0,5,0,0
443421,"Heart of the Jade Serpent",2,0,0,0,189,1,0,0
443454,"Ancestral Swiftness",12,1,468,515,362,555,200,304
443532,"Bind in Darkness",0,62,0,163,0,0,0,0
443569,"Chi-Ji's Swiftness",1,0,0,0,513,1,0,0
443572,"Crane Stance",778,27,79,205,533,569,75,201
443574,"Ox Stance",778,25,83,202,536,575,78,193
443575,"Tiger Stance",764,22,78,206,534,566,76,192
443576,"Serpent Stance",765,20,76,196,515,569,76,201
443592,"Unity Within",0,0,0,0,48,0,0,0
443616,"Heart of the Jade Serpent",0,0,0,1,48,0,0,0
443689,"Toxic Victory",2,0,0,0,0,0,0,3
444347,"Death Charge",135,5,49,21,2,38,107,120
444490,"Hydrobubble",0,0,1,0,0,50,0,0
444505,"Mograine's Might",415,36,218,94,16,161,431,480
444661,"Art of the Glaive",0,6,0,0,0,8,0,0
444686,"Reaver's Glaive",0,4,0,0,0,12,0,0
444754,"Slippery Slinging",2,1,0,0,0,2,0,0
444763,"Apocalyptic Conquest",223,38,112,42,11,78,206,236
444764,"Reaver's Glaive",0,0,0,0,1,0,0,0
444929,"Evasive Action",0,0,0,0,0,1,0,0
445206,"Blessing of An'she",1,5,0,379,299,1,1,0
445584,"Executioner",130,2,146,189,75,231,84,63
445606,"Imminent Demise",379,6,397,475,131,541,199,183
445740,"Enkindle",4,0,0,0,0,0,0,0
446035,"Bladestorm",327,0,377,429,122,497,174,157
446044,"Relentless Pursuit",210,1,148,252,138,190,112,121
446334,"Zen Pulse",1,1,0,0,0,0,0,0
447244,"Call of the Ancestors",2,0,799,901,587,930,365,546
447446,"Cherry Blossom Trail",49,0,0,1,3,9,3,8
447988,"Light of the Martyr",630,4,709,853,787,797,278,563
448086,"Bestow Light",333,0,676,701,715,594,205,489
448087,"Bestow Light",532,4,549,666,588,677,213,419
448508,"Jade Sanctuary",0,0,0,1,0,0,0,0
448604,"Spellfire Sphere",1092,2,332,483,417,1062,503,474
449275,"Nascent Empowerment",0,10,0,0,0,0,0,0
449314,"Mana Cascade",0,0,0,0,0,32,0,0
449322,"Mana Cascade",420,0,108,138,345,109,443,275
449336,"Merely a Setback",508,0,24,109,194,72,542,334
449538,"Coiled to Spring",177,0,0,0,0,0,140,55
449587,"Aura of Enfeeblement",1,0,0,0,0,0,9,7
449609,"Lighter Than Air",95,11,8,47,58,171,11,16
449646,"Savage Fury",170,0,0,0,1,0,166,189
449793,"Succulent Soul",55,16,0,1,0,16,0,0
449840,"Halo",20,0,0,0,0,0,0,0
449887,"Voidheart",409,34,27,71,41,128,518,363
450193,"Entropic Rift",249,17,16,44,23,75,297,186
450214,"Stellar Amplification",0,0,0,0,0,0,0,2
450346,"Dreamstate",13,0,175,69,22,179,102,227
450360,"Touch the Cosmos",207,0,232,200,109,218,343,444
450380,"Chi Wave",136,65,14,68,73,164,44,68
450521,"Aspect of Harmony",11,34,4,4,5,4,5,9
450526,"Aspect of Harmony",1,1,0,0,0,0,0,0
450531,"Aspect of Harmony",1,2,0,0,0,0,0,0
450552,"Jade Walk",360,41,124,305,180,458,103,96
450599,"Astral Communion",0,0,0,0,0,0,0,15
450696,"\""The 50 Verses of Resilience\""",13,0,0,0,0,5,0,0
450699,"\""The 50 Verses of Radiance\""",2,0,0,0,0,5,0,0
450706,"Inner Resilience",0,0,0,0,0,5,0,0
450711,"Aspect of Harmony",0,16,0,0,0,0,1,0
450769,"Aspect of Harmony",0,5,0,0,0,1,1,1
450805,"Purified Spirit",0,4,0,0,0,1,0,0
451021,"Flurry Charge",1,1,432,394,0,839,5,14
451038,"Arcane Soul",204,0,62,50,104,54,176,139
451073,"Glorious Incandescence",2,0,6,1,0,97,0,1
451199,"Spymaster's Report",0,0,0,0,0,0,0,1
451214,"Whirling Steel",0,0,33,35,0,35,0,0
451230,"Predictive Training",0,0,0,0,0,80,0,0
451253,"Mantra of Purity",0,2,0,0,0,0,0,0
451297,"Momentum Boost",0,0,414,371,477,460,0,0
451298,"Momentum Boost",0,0,389,350,327,418,0,0
451447,"Don't Look Back",576,0,95,273,396,330,311,451
451452,"Mantra of Purity",0,13,0,0,1,1,1,2
451508,"Balanced Stratagem",0,71,2,0,0,0,0,0
451514,"Balanced Stratagem",6,77,0,0,1,4,1,3
451916,"Well Fed",14,0,2,10,6,25,4,9
451917,"Well Fed",1,0,0,0,0,6,3,0
451918,"Well Fed",35,0,32,40,61,53,13,7
451920,"Well Fed",13,0,1,0,8,2,0,0
451921,"Well Fed",0,0,0,0,0,5,0,0
451985,"Practice Ravager",0,0,0,0,0,1,0,0
452146,"Egg Sac",0,0,0,2,0,3,0,0
452226,"Spiderling",1,0,0,33,0,11,1,0
452416,"Demonsurge",2,13,0,61,0,0,0,0
452497,"Abyssal Gaze",0,2,0,16,0,0,0,0
452519,"Inventor's Guile",0,0,0,6,2,0,0,0
452917,"Fatebound Coin (Tails)",0,13,0,578,831,62,1,0
452923,"Fatebound Coin (Heads)",0,14,0,574,823,65,1,0
453094,"Halo",189,12,780,760,791,775,204,0
453112,"Power Surge",5,0,0,0,0,0,0,0
453113,"Power Surge",48,3,199,197,203,201,52,0
453163,"Cave Spelunker's Torch",0,0,0,0,0,0,0,1
453193,"Silver Linin' Scepter",0,0,0,0,0,1,0,0
453239,"Student of Suffering",0,7,0,59,0,0,0,0
453250,"Crystallization",0,0,4,4,2,1,0,4
453314,"Enduring Torment",428,39,312,325,265,491,74,86
453406,"Whirling Earth",528,3,0,26,53,87,478,573
453407,"Whirling Water",530,3,0,26,53,87,478,578
453409,"Whirling Air",529,3,0,26,53,87,478,573
453773,"Pact of the Apocalypse",231,39,122,44,12,90,216,251
453785,"Earthen Ordinant's Ramolith",1,0,0,0,0,0,0,0
453804,"Divine Steed",1,0,0,0,17,30,0,0
453846,"Resonant Energy",5,0,0,0,0,0,0,0
453850,"Resonant Energy",48,0,200,197,203,203,52,0
454002,"Sustained Potency",37,2,129,142,134,136,34,0
454015,"Tempest",158,23,0,1,1,2,479,0
454025,"Electroshock",110,6,0,0,0,1,320,0
454351,"Avenging Wrath",0,8,0,0,0,1,0,0
454376,"Surging Currents",0,0,1,0,1,0,0,0
454394,"Unlimited Power",122,27,0,0,0,6,354,0
454494,"August Blessing",0,0,0,0,0,0,1,0
454680,"Vigilance",0,10,0,0,0,0,0,0
454871,"Blood Draw",8,0,8,30,23,0,20,22
454886,"Suppression",2,0,14,8,7,6,3,10
455089,"Storm Swell",0,11,0,0,0,0,0,0
455122,"Permafrost Lances",1,38,0,2,3,2,0,0
455197,"Mind Slurped",0,0,0,0,0,16,0,0
455366,"Serrated Bone Spike",0,0,0,0,1,0,5,4
455441,"Unstable Power Suit Core",3,0,0,0,4,3,0,0
455454,"Unstable Power Suit Core",3,0,0,0,1,4,0,0
455455,"Unstable Power Suit Core",3,0,0,0,0,2,0,0
455456,"Unstable Power Suit Core",4,0,0,0,1,6,0,0
455464,"Kaheti Shadeweaver's Dark Ritual",1,0,0,0,0,0,0,0
455496,"Implant",130,0,0,0,0,0,0,0
455801,"Cenarius' Might",0,0,0,1,0,0,3,15
455962,"Recall",0,2,0,0,0,0,0,0
455966,"Shadowed Essence",0,0,0,0,1,0,0,0
455979,"Hideshaper's Workbag",44,2,15,24,15,8,7,5
456120,"Opportunist",918,0,958,1414,437,1138,491,509
456323,"Abyssal Dominion",249,38,198,180,191,206,166,183
456369,"Amplification Core",530,3,0,26,53,87,478,574
456370,"Cryogenic Chamber",0,10,0,32,0,0,0,0
456406,"Well Fed",0,0,0,6,2,0,0,0
456572,"Pileus Delight",1,0,0,1,0,1,0,0
456820,"Ride Along",29,0,2,3,3,2,1,7
457115,"Momentum of Despair",0,0,59,89,51,40,0,0
457273,"Lingering Darkness",0,0,39,57,16,44,0,0
457280,"Darkest Night",0,0,348,528,163,373,0,0
457333,"Death's Arrival",0,0,0,131,197,7,0,0
457343,"Death's Arrival",0,0,0,0,0,1,3,0
457387,"Wind Barrier",656,5,3,53,64,109,648,756
457481,"Tidecaller's Guard",322,19,90,113,109,228,80,123
457496,"Tidecaller's Guard",438,19,99,125,135,258,177,220
457578,"Summon Overfiend",58,0,0,0,0,6,68,97
457666,"Dawnthread Lining",17,2,1,30,2,24,1,2
457674,"Duskthread Lining",0,0,8,0,1,5,0,0
457797,"Resupplied",1,0,0,0,1,2,0,0
457913,"Wind at Your Back",0,0,0,1,0,0,0,0
457925,"Venomous Potential",0,0,0,0,3,0,0,0
458123,"Festering Scythe",573,45,292,278,271,511,911,663
458175,"General's Expertise",3,0,0,0,1,0,0,0
458245,"Second Wind",54,9,70,116,77,56,94,36
458650,"Save the Day",0,0,3,7,5,10,0,0
458689,"Fierce Followthrough",355,0,303,120,3,418,144,103
459224,"Building Momentum",2,0,0,0,0,0,0,0
459574,"Imminent Destruction",0,16,0,0,0,0,0,0
459731,"Huntmaster's Call",2,2,120,102,13,52,93,60
459808,"Wailing Arrow",0,1,0,0,0,0,1,0
460082,"Unbound Legend's Pennant",0,0,0,0,0,0,0,9
460127,"Courage of the White Tiger",2,0,0,0,51,0,0,0
460499,"Bloodied Blade",0,2,94,167,126,133,0,0
460500,"Bloodied Blade",0,1,7,36,15,19,0,0
460605,"Blood Beast",0,2,99,125,150,164,140,47
460688,"Double-time",0,0,0,0,0,0,0,1
460822,"Divine Guidance",10,2,0,3,3,6,8,183
461130,"Visceral Strength",0,6,217,213,192,236,0,12
461499,"Overflowing Light",1172,0,2913,2672,2725,3031,156,813
461531,"Brainstorm",661,86,217,218,442,214,626,462
461855,"Well Fed",0,0,0,1,0,0,0,0
461867,"Sacrosanct Crusade",211,12,6,0,65,70,583,264
461939,"Well Fed",0,0,0,0,0,3,0,0
461957,"Well Fed",1,0,1,1,1,12,1,5
461959,"Well Fed",4,0,0,0,5,1,3,1
461960,"Well Fed",4,0,0,0,5,8,1,0
462173,"Best Friend",1,0,0,0,0,0,1,3
462174,"Food",0,0,0,0,0,1,1,3
462180,"Hearty Well Fed",2,0,0,0,1,6,0,0
462182,"Hearty Well Fed",1,0,0,0,0,0,0,0
462198,"Hearty Well Fed",0,0,0,0,0,1,0,0
462210,"Hearty Well Fed",2,0,0,0,0,0,0,0
462488,"Downpour",1,0,0,0,0,24,0,0
462568,"Elemental Resistance",26605,18,23,449,528,829,25002,31060
462757,"Thunderstrike Ward",0,0,0,1,2,2,0,0
462854,"Skyfury",2637,31,1673,4089,1623,3508,4172,3764
463073,"Sun's Avatar",11,1,40,34,38,47,19,20
463730,"Coagulating Blood",3,4,879,1275,1151,838,0,10
463943,"Lorewalking",1,0,0,0,0,0,0,0
466772,"Doom Winds",31,3,0,1,1,0,95,0
466904,"Harrier's Cry",0,0,0,0,14,0,0,0
466991,"Withering Fire",0,1,0,0,0,0,1,0
467285,"Explosive Victory",5,0,0,0,0,0,0,0
467730,"Spotlight",1,0,0,0,0,0,0,0
468226,"Lightning Conduit",18,19,6,7,12,17,1,7
468938,"Sunseeker Mushroom",0,0,0,0,0,0,17,53
469169,"Swift and Painful",0,18,0,23,0,0,0,0
469703,"Tempered in Battle",0,0,0,0,0,0,2,6
469889,"Eye of Kezan",0,0,1,0,0,0,0,0
469917,"Winding Up",0,0,0,0,1,0,3,0
470077,"Coalescing Water",2152,0,7,133,222,379,2141,2605
470466,"Stormblast",251,36,0,0,0,9,717,0
470532,"Arc Discharge",141,9,0,0,0,1,428,0
470677,"The First Dance",0,2,0,0,0,0,0,0
470678,"The First Dance",4,5,0,14,2,11,6,7
471131,"Contract: The Cartels of Undermine",0,0,0,0,1,0,0,0
471491,"Ursol's Warding",100,32,21,24,28,51,27,30
471521,"Sign of the Explorer",11639,0,4048,0,0,10629,0,0
471877,"Howl of the Pack Leader",3,1,359,280,296,264,250,297
471878,"Howl of the Pack Leader",1,0,213,178,161,153,146,165
471881,"Wyvern's Cry",0,0,192,155,150,138,134,156
472324,"Howl of the Pack Leader",1,0,192,153,149,135,131,153
472325,"Howl of the Pack Leader",0,0,181,140,143,125,118,141
472360,"Wayward Vrykul's Lantern",0,0,0,2,0,0,0,0
472433,"Evangelism",34,0,71,70,70,75,21,1
472640,"Hogstrider",2,0,186,144,138,127,123,142
473728,"Void Ray",780,166,564,474,497,758,1101,567
474750,"Symbiotic Relationship",4,0,0,13,14,0,0,1
474754,"Symbiotic Relationship",15,8,1,27,27,7,1,1
1213758,"Core Recycling Unit",0,1,0,0,0,0,1,0
1214848,"Winds of Mysterious Fortune",0,0,0,6195,4307,0,3256,3785
1214887,"Cycle of Hatred",2,9,1,2,0,6,1,0
1214909,"Roll the Bones",1,0,0,0,0,1,0,0
1214933,"One of a Kind",1,0,0,0,0,0,0,0
1214935,"Triple Threat",1,0,0,0,0,1,0,0
1214937,"Jackpot",0,0,0,0,0,1,0,0
1215159,"Inertia",0,9,0,0,0,0,0,0
1215470,"Glittering Vault Shard",0,0,0,0,0,0,3,2
1217096,"Ethereal Protection",11,6,1,7,12,46,0,6
1217101,"Ethereal Reaping",25,8,25,43,23,36,10,5
1217103,"Ethereal Reconstitution",14,1,34,5,4,16,4,0
1217242,"Enlightened",930,13,262,449,334,1060,317,348
1217484,"Forest Guardian",0,22,0,0,0,0,0,0
1217607,"Void Metamorphosis",125,24,130,101,115,161,160,91
1218297,"Noggenfogger Select UP",1,0,3,0,0,2,0,0
1218300,"Noggenfogger Select DOWN",1,0,0,0,0,1,0,0
1218388,"Mysterious Celerity",0,0,0,293,191,0,94,88
1218454,"Mysterious Swiftstrike",0,0,0,215,202,0,85,92
1218497,"Mysterious Tenacity",0,0,0,176,222,0,92,104
1219182,"Well Fed",15,0,6,8,0,31,0,2
1219183,"Well Fed",10,0,1,15,7,1,11,0
1219184,"Well Fed",2,0,0,2,0,5,0,0
1219185,"Well Fed",4,0,0,0,1,7,1,0
1219480,"Ascendance",0,2,129,153,102,157,67,99
1220736,"Mysterious Revivification",0,0,0,179,199,0,97,97
1220872,"Mysterious Conflagration",0,0,0,28,29,0,16,16
1220895,"Mysterious Systemshock",0,0,0,29,41,0,17,12
1220992,"Mysterious Frostbound",0,0,0,24,18,0,11,7
1221007,"Mysterious Tremorshards",0,0,0,30,48,0,21,17
1221172,"Green Thumb",0,0,0,0,0,0,0,1
1221184,"Surge of Mysterious Wisdom",0,0,0,92,126,0,63,58
1222865,"Glacial Spike!",0,74,0,8,6,2,0,0
1223157,"Voidstep",52,8,162,244,251,217,0,0
1223395,"Imbued Mulch",1,2,0,0,1,0,1,1
1223612,"Ethereal Barrier",0,1,0,0,0,0,0,0
1223629,"Noggenfogger Elixir",2,0,1,2,0,3,1,0
1223630,"Noggenfogger Elixir",0,0,1,1,1,0,1,0
1223631,"Noggenfogger Elixir",3,0,4,3,2,2,1,1
1223797,"Intuition",1841,85,473,356,667,403,1473,1288
1224312,"Entertained",0,0,0,5,0,0,5,0
1224771,"Void Hole Fishing",0,0,0,12,0,0,0,0
1224916,"Void-Touched Fragment",17,1,7,4,9,8,0,1
1225789,"Void Metamorphosis",505,58,238,253,220,427,297,182
1226019,"Reap",225,43,270,195,235,302,301,182
1227338,"Impending Apocalypse",116,25,0,0,0,0,173,92
1227702,"Collapsing Star",154,25,130,101,115,160,199,119
1227806,"Lifebloom",7,0,2,114,95,7,1,7
1229746,"Arcanoweave Insight",3163,178,5090,5854,5883,4984,3428,4899
1230273,"Icy Onslaught",0,9,0,0,0,0,0,0
1230306,"Frostreaper",0,42,0,50,0,0,0,0
1230916,"Killing Streak",0,22,0,49,0,0,0,0
1231418,"Recuperate",38,0,75,120,37,76,134,53
1232065,"Food & Drink",108,1,159,150,157,137,95,84
1232076,"Hearty Well Fed",10,0,0,19,0,6,0,0
1232078,"Hearty Well Fed",8,1,0,6,3,18,0,0
1232080,"Hearty Well Fed",5,3,3,22,3,9,0,0
1232082,"Hearty Well Fed",1,0,0,0,0,0,0,0
1232086,"Well Fed",17,1,25,0,14,26,5,1
1232087,"Well Fed",19,0,0,9,29,17,9,3
1232089,"Well Fed",13,0,5,5,2,16,1,3
1232091,"Well Fed",1,0,5,0,0,1,1,1
1232260,"Pungent Truffle",0,0,0,0,11,0,1,0
1232285,"Efflorescence",11,2,5,995,846,14,3,16
1232310,"Feast of Souls",109,36,95,97,113,100,124,100
1232313,"Well Fed",1,0,0,1,0,1,0,0
1232316,"Well Fed",3,0,0,0,0,2,0,0
1232317,"Well Fed",0,0,0,0,0,6,0,0
1232318,"Well Fed",0,1,0,0,0,1,2,0
1232320,"Well Fed",0,0,0,0,1,1,0,0
1232321,"Well Fed",2,0,0,0,2,8,5,0
1232324,"Well Fed",6,4,4,1,1,2,0,4
1232325,"Well Fed",5,0,1,0,2,6,4,4
1232490,"Well Fed",5,0,0,13,0,8,6,4
1232491,"Well Fed",0,0,0,1,0,4,3,0
1232492,"Well Fed",2,0,0,0,1,4,3,0
1232493,"Well Fed",5,0,4,2,2,4,0,0
1232500,"Well Fed",3,0,0,0,0,2,0,9
1232585,"Well Fed",405,18,123,217,169,411,99,82
1233152,"Remorseless Winter",3,16,1,31,0,1,0,0
1233163,"Summon Alleria",1,0,0,0,0,0,0,0
1233400,"Well Fed",1,0,0,1,0,0,0,0
1233401,"Well Fed",4,0,2,0,5,2,1,0
1233402,"Well Fed",0,0,0,0,0,0,0,1
1233404,"Well Fed",0,0,0,0,0,1,0,0
1233405,"Well Fed",0,0,0,0,1,0,0,0
1233407,"Well Fed",7,3,0,0,3,13,7,0
1233408,"Well Fed",17,0,0,0,0,1,0,0
1233637,"Teleport Home",47,0,9,9,13,33,3,6
1233703,"Hearty Well Fed",30,0,1,11,7,16,9,29
1233704,"Hearty Well Fed",19,0,1,25,12,38,8,1
1233705,"Hearty Well Fed",10,0,4,15,5,12,3,3
1233706,"Hearty Well Fed",2,0,0,0,0,0,4,0
1233707,"Hearty Well Fed",0,0,3,4,1,1,0,0
1233709,"Hearty Well Fed",5,0,15,9,0,3,0,2
1233710,"Hearty Well Fed",2,0,1,6,2,2,0,1
